loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id,remittance_id,remittance_date,remittance_amount,trust_account_id,match_type,variance,reconciliation_status,discrepancy_category,severity,recommended_action
LN-000680,William Harrison,2025-11-14,43342.6,43342.6,Principal,Posted,613256B62677,POOL-A,,,,,UNMATCHED,43342.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000681,Suzanne Wood,2025-03-18,40945.07,50083.69,Interest,Posted,84D3E84E14B6,POOL-E,,,,,UNMATCHED,50083.69,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000683,Dean Donovan,2025-08-14,8958.94,8958.94,Escrow,Posted,BAA89E4A4761,POOL-C,,,,,UNMATCHED,8958.94,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000685,James Whitaker,2025-10-15,46504.11,46504.11,Escrow,Reversed,93543A5344E7,POOL-F,REM-000329,2025-10-16,46504.11,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000686,Mr. Michael Scott Phd,2025-12-15,28059.76,28059.76,Interest,Posted,DD040CFB460B,POOL-C,,,,,UNMATCHED,28059.76,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000691,Ryan Landry,2025-07-05,16522.12,16522.12,Fee,Pending,871D603E6997,POOL-D,,,,,UNMATCHED,16522.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000692,Pamela Gutierrez,2025-08-01,21559.1,21559.1,Principal,Pending,A397A135943C,POOL-F,,,,,UNMATCHED,21559.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000694,Jonathan Brooks,2025-11-18,12499.28,12499.28,Escrow,Posted,F592CD56F28D,POOL-C,,,,,UNMATCHED,12499.28,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000696,Mr. Aaron Arnold,2025-09-30,30725.69,30725.69,Interest,Pending,73E3688053FE,POOL-A,,,,,UNMATCHED,30725.69,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000697,Joseph Hill,2025-09-03,14787.21,14787.21,Escrow,Posted,1381914E91B0,POOL-E,,,,,UNMATCHED,14787.21,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000698,Alicia Li,2026-02-20,29271.29,29271.29,Interest,Posted,DC9E5FC47422,POOL-D,,,,,UNMATCHED,29271.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000701,Joseph Ochoa,2025-06-07,26863.18,26863.18,Principal,Pending,3EFA89C200C4,POOL-C,,,,,UNMATCHED,26863.18,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000706,James Tran,2025-03-28,49503.03,49503.03,Interest,Posted,8884D140EB9A,POOL-D,,,,,UNMATCHED,49503.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000710,Sean Clay,2026-02-17,34234.38,34234.38,Escrow,Reversed,F1DFBFFC0B83,POOL-B,REM-000150,2026-02-19,34234.38,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000713,Timothy Edwards,2026-02-07,23843.02,23843.02,Principal,Reversed,4F312AA5F00C,POOL-D,,,,,UNMATCHED,23843.02,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000719,Kathryn Mccann,2025-07-26,6652.71,6652.71,Fee,Posted,24FB327CF0C3,POOL-D,,,,,UNMATCHED,6652.71,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000721,Randy Friedman,2025-08-29,46947.85,46947.85,Fee,Posted,72410747D7DA,POOL-D,,,,,UNMATCHED,46947.85,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000722,Raymond Johnson,2025-07-01,9471.04,9471.04,Principal,Posted,2E0A9A27E14B,POOL-C,,,,,UNMATCHED,9471.04,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000726,Rebecca Marquez,2025-09-25,42170.52,42170.52,Fee,Posted,16F2629ADCCA,POOL-E,,,,,UNMATCHED,42170.52,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000728,Nancy Stewart,2025-10-16,39865.73,39865.73,Principal,Pending,9EAF069D6CE0,POOL-C,,,,,UNMATCHED,39865.73,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000730,Derrick Anderson,2025-04-25,8600.97,8600.97,Interest,Posted,2625EFCF9BF6,POOL-D,,,,,UNMATCHED,8600.97,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000732,Alexander Gomez,2025-03-24,40821.45,40821.45,Escrow,Posted,B07F761AD9C6,POOL-F,,,,,UNMATCHED,40821.45,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000733,Kyle Nguyen,2025-12-16,33427.26,33427.26,Fee,Reversed,5F3215BF5F1E,POOL-B,,,,,UNMATCHED,33427.26,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000734,Edgar Hughes,2025-04-10,26391.74,30136.36,Interest,Pending,37CFD2BEEB6F,POOL-D,,,,,UNMATCHED,30136.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000735,Steven Stein,2025-09-10,18262.11,18262.11,Principal,Pending,66A4020DDB11,POOL-E,,,,,UNMATCHED,18262.11,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000737,Charles Turner,2026-02-10,19926.03,19926.03,Fee,Posted,B15C6033F33D,POOL-E,,,,,UNMATCHED,19926.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000741,Eric Rush,2025-03-30,23402.65,23402.65,Principal,Reversed,8464730D1915,POOL-C,REM-002194,2025-03-30,23402.65,TRU-002,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000743,George Ochoa,2025-06-25,37506.66,37506.66,Escrow,Posted,49C565F2E95F,POOL-D,,,,,UNMATCHED,37506.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000745,Travis Harris,2026-01-27,11994.53,11994.53,Fee,Reversed,A137435A2ED8,POOL-E,,,,,UNMATCHED,11994.53,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000747,Michael Henry,2025-07-15,19502.62,19502.62,Escrow,Posted,28ECA88279A0,POOL-C,,,,,UNMATCHED,19502.62,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000748,Dana Bennett,2025-05-18,27405.87,27405.87,Fee,Reversed,E86F79E5A628,POOL-B,REM-000025,2025-05-21,27405.87,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000749,Jenna Wilson,2025-11-12,45370.37,45370.37,Fee,Posted,EE523296FC30,POOL-D,,,,,UNMATCHED,45370.37,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000752,Michael Gonzales,2025-12-28,47021.69,28147.55,Escrow,Posted,4C7D4E2302D9,POOL-C,,,,,UNMATCHED,28147.55,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000753,Michael Fuentes,2025-07-04,31571.55,31571.55,Interest,Pending,44D36974E0BC,POOL-A,,,,,UNMATCHED,31571.55,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000756,Rachel Jones,2025-07-24,39804.25,49235.22,Principal,Posted,E76C3F60A726,POOL-E,,,,,UNMATCHED,49235.22,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000757,Karen Morales Dds,2025-09-19,31193.6,31193.6,Fee,Posted,56D0193C59C5,POOL-C,,,,,UNMATCHED,31193.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000758,Melissa Stephens,2025-06-08,26906.32,26906.32,Fee,Posted,D1CB7D859FE7,POOL-C,,,,,UNMATCHED,26906.32,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000760,Margaret Miller,2026-01-19,39535.56,39535.56,Principal,Posted,3B2332CF5534,POOL-A,,,,,UNMATCHED,39535.56,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000761,Mary Kelly,2025-05-12,8007.91,8007.91,Principal,Posted,9A7FC50B1DA0,POOL-C,,,,,UNMATCHED,8007.91,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000762,Amanda Terrell,2025-06-06,15930.24,15930.24,Principal,Pending,012F2FFA79BA,POOL-C,,,,,UNMATCHED,15930.24,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000765,Jorge Stone,2026-01-05,2159.86,2159.86,Escrow,Posted,B9C81C1F4AA6,POOL-B,,,,,UNMATCHED,2159.86,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000766,Laura Griffin,2025-03-28,28709.54,33129.7,Escrow,Pending,6316625DFE46,POOL-F,,,,,UNMATCHED,33129.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000767,Raymond Chapman,2025-08-21,38241.7,38241.7,Escrow,Posted,61EBFB2E6E69,POOL-B,,,,,UNMATCHED,38241.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000768,Haley Johnson,2026-01-03,43899.9,43899.9,Fee,Posted,E7137BBBD920,POOL-B,,,,,UNMATCHED,43899.9,UNMATCHED,DUPLICATE,High,Review for potential double-posting; reverse if confirmed
LN-000773,Eric Patrick,2025-04-22,6810.69,6810.69,Interest,Reversed,6E8467E07BA9,POOL-D,REM-002189,2025-04-22,6810.69,TRU-006,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000775,Carly Riggs,2026-03-03,39966.12,39966.12,Interest,Posted,2033B93F06AF,POOL-A,,,,,UNMATCHED,39966.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000777,Tina Hall,2025-07-17,11847.94,11847.94,Escrow,Posted,EE3B47B1AF7A,POOL-F,,,,,UNMATCHED,11847.94,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000778,Cody Davidson,2025-05-06,36251.5,36251.5,Fee,Reversed,BAB5C8F0B9AC,POOL-E,REM-001208,2025-05-06,36251.5,TRU-010,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-000779,Allen Mendez,2026-03-06,36141.81,36141.81,Interest,Posted,BB17C9B65DEA,POOL-D,,,,,UNMATCHED,36141.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000781,Christine Goodwin,2026-02-28,34850.45,34850.45,Escrow,Posted,F19F76744B21,POOL-E,,,,,UNMATCHED,34850.45,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000782,Amy Garcia,2026-01-16,27364.86,27364.86,Principal,Posted,135C9CB00F6C,POOL-F,,,,,UNMATCHED,27364.86,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000783,Chelsea Nguyen,2025-05-15,12964.05,12964.05,Principal,Posted,9AF94BE6AD5A,POOL-A,,,,,UNMATCHED,12964.05,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000784,Dennis Huffman,2025-12-29,17611.95,17611.95,Interest,Posted,DBC9E51B358D,POOL-B,,,,,UNMATCHED,17611.95,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000786,Laurie Bailey,2025-09-08,45468.3,56350.58,Fee,Pending,3C0E7F5A25AB,POOL-D,,,,,UNMATCHED,56350.58,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000788,Elizabeth Mendez,2025-10-20,20342.15,20342.15,Escrow,Posted,C11D054BD08B,POOL-F,,,,,UNMATCHED,20342.15,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000790,Clayton Steele,2025-09-20,47390.53,47390.53,Interest,Posted,97B95DA4182F,POOL-D,,,,,UNMATCHED,47390.53,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000791,Jennifer Taylor,2025-04-19,8090.89,0.0,Escrow,Pending,B5F7CA14DC7C,POOL-B,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000795,Jerry Brown,2025-03-21,1396.45,1396.45,Interest,Reversed,A3C7395CC18B,POOL-E,,,,,UNMATCHED,1396.45,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000799,Bradley Johnson Dds,2025-10-22,34984.22,34984.22,Escrow,Posted,F0606E0DF5E2,POOL-E,,,,,UNMATCHED,34984.22,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000801,Jim Newton,2026-02-03,35508.31,35508.31,Interest,Pending,90C3A2CC7E87,POOL-A,,,,,UNMATCHED,35508.31,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000802,Krista Wilson,2025-11-05,8050.68,8050.68,Fee,Posted,B0775ADF3535,POOL-E,,,,,UNMATCHED,8050.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000803,Reginald Morrow,2026-03-12,29026.27,29026.27,Escrow,Reversed,7F4B7015893F,POOL-E,,,,,UNMATCHED,29026.27,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000804,Rodney Williams,2025-06-01,30532.39,30532.39,Escrow,Posted,8079AF87C918,POOL-F,,,,,UNMATCHED,30532.39,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000806,Ronald Potter,2025-06-13,36953.99,36953.99,Interest,Posted,21DA5AC4A56D,POOL-C,,,,,UNMATCHED,36953.99,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000808,Robert Gonzales,2026-02-11,46315.64,0.0,Interest,Posted,66DD33219A6B,POOL-D,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000810,Heather Page,2026-01-24,6105.28,6105.28,Interest,Reversed,25B919F7932D,POOL-D,,,,,UNMATCHED,6105.28,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000811,Carol Taylor,2025-12-15,49249.64,49249.64,Fee,Reversed,EB0A0D46D6C9,POOL-A,,,,,UNMATCHED,49249.64,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000812,Daniel Brown,2025-11-17,42025.46,42025.46,Escrow,Posted,C13862980318,POOL-E,,,,,UNMATCHED,42025.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000813,Douglas Ryan,2025-11-08,6670.8,6670.8,Fee,Posted,B5FCF1949C4D,POOL-C,,,,,UNMATCHED,6670.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000817,Tamara Riddle,2025-08-27,29768.13,29768.13,Fee,Posted,85AECCE501D2,POOL-B,,,,,UNMATCHED,29768.13,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000818,Beth Cline,2025-07-18,20250.63,0.0,Interest,Posted,C5E83DAF8A09,POOL-B,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000819,Michael Poole,2025-04-28,3210.7,3210.7,Escrow,Posted,EDD3680E8B9F,POOL-D,,,,,UNMATCHED,3210.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000825,Aaron Schroeder,2026-01-21,27101.08,27101.08,Fee,Posted,77DEF287FC11,POOL-F,,,,,UNMATCHED,27101.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000830,Kenneth Knight,2025-11-23,22884.79,22884.79,Escrow,Posted,1F868AEFAEA5,POOL-D,,,,,UNMATCHED,22884.79,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000832,Richard Stevens,2025-06-16,22895.76,22895.76,Principal,Pending,A954AED41098,POOL-C,,,,,UNMATCHED,22895.76,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000837,Danielle Watson,2025-09-05,45784.87,45784.87,Fee,Posted,7D00A6138280,POOL-D,,,,,UNMATCHED,45784.87,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000839,Michael Young,2026-01-14,29239.12,29239.12,Principal,Posted,B7E8393F0575,POOL-C,,,,,UNMATCHED,29239.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000840,Michele Smith,2026-03-09,31797.08,31797.08,Fee,Posted,1D9D80320676,POOL-F,,,,,UNMATCHED,31797.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000841,Casey Perez,2025-08-03,1148.18,1148.18,Interest,Posted,2C8A993107CD,POOL-B,,,,,UNMATCHED,1148.18,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000842,Alexandra Dominguez,2025-12-24,33345.1,33345.1,Interest,Reversed,14F7FD6FF10F,POOL-E,,,,,UNMATCHED,33345.1,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000843,Virginia Henderson,2025-03-20,9312.78,9312.78,Interest,Posted,D0FBE72DBB74,POOL-B,,,,,UNMATCHED,9312.78,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000844,Benjamin Reyes,2025-12-04,48072.98,48072.98,Fee,Posted,E27687672C13,POOL-C,,,,,UNMATCHED,48072.98,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000845,Ashley Edwards,2025-06-20,7858.81,7858.81,Fee,Posted,3FCB9AA9E060,POOL-C,,,,,UNMATCHED,7858.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000848,Joseph Smith,2025-10-09,49845.28,49845.28,Interest,Posted,117C9FACCC60,POOL-F,,,,,UNMATCHED,49845.28,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000853,Victor Edwards,2025-11-13,10890.33,10890.33,Interest,Reversed,B3C280878B85,POOL-A,REM-000616,2025-11-17,10890.33,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000857,Elizabeth Holmes,2025-10-30,2309.21,2309.21,Interest,Posted,F3C72931F8BC,POOL-A,,,,,UNMATCHED,2309.21,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000858,Nicole Phillips,2025-03-23,23867.31,23867.31,Principal,Posted,1E580771FF4D,POOL-E,,,,,UNMATCHED,23867.31,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000859,Steven Blevins,2025-05-01,28459.64,28459.64,Escrow,Pending,BEEFB8CCE138,POOL-E,,,,,UNMATCHED,28459.64,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000860,Brian Porter Md,2025-08-12,3752.58,3752.58,Escrow,Posted,E5F5C7601152,POOL-E,,,,,UNMATCHED,3752.58,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000862,Bonnie Valencia,2025-10-08,22937.8,22937.8,Escrow,Reversed,911A530E53E1,POOL-E,REM-001685,2025-10-11,22937.8,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000863,Holly Vega,2026-03-04,26457.32,26457.32,Escrow,Posted,7F5F0EE47562,POOL-F,,,,,UNMATCHED,26457.32,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000865,Austin Baker,2025-08-18,20337.77,20337.77,Escrow,Posted,6137F9082619,POOL-F,,,,,UNMATCHED,20337.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000866,Antonio Mccormick,2026-02-17,28202.2,28202.2,Interest,Reversed,6CBD8D0FD5B8,POOL-F,,,,,UNMATCHED,28202.2,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000867,Lori Mason,2026-01-06,8184.39,8184.39,Interest,Pending,C5D3F99F781F,POOL-C,,,,,UNMATCHED,8184.39,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000868,Michael Miller,2025-09-19,9505.44,9505.44,Interest,Posted,97C3366417AB,POOL-D,,,,,UNMATCHED,9505.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000870,Jorge Harris,2025-12-23,47332.72,47332.72,Principal,Posted,8C26DCDC89D1,POOL-C,,,,,UNMATCHED,47332.72,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000871,Kimberly Myers,2025-12-11,18978.81,18978.81,Interest,Reversed,0B81EFF16960,POOL-A,,,,,UNMATCHED,18978.81,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000872,Sandra Becker,2025-09-07,13901.86,13901.86,Escrow,Posted,931FBD8C97B7,POOL-A,,,,,UNMATCHED,13901.86,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000875,Jesse Lynch,2025-08-31,1756.62,1756.62,Fee,Posted,4D39C79741F5,POOL-C,,,,,UNMATCHED,1756.62,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000878,Troy Mills,2025-11-02,33116.74,33116.74,Interest,Posted,590E299FF5AE,POOL-A,,,,,UNMATCHED,33116.74,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000880,Richard Adams,2025-08-18,11487.62,11487.62,Principal,Reversed,EBA31F0A6FD5,POOL-E,,,,,UNMATCHED,11487.62,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-000882,Denise Brown,2025-07-11,33758.69,33758.69,Fee,Posted,38DAC4898BF6,POOL-C,,,,,UNMATCHED,33758.69,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000883,Laura Jones,2025-05-15,1475.67,0.0,Escrow,Posted,867C82E8EA61,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000884,Ian Porter,2025-06-21,5653.37,5653.37,Escrow,Posted,FDDD45E8D18A,POOL-B,,,,,UNMATCHED,5653.37,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000888,Dana Ruiz,2026-03-03,12290.05,12290.05,Escrow,Posted,7287805844F4,POOL-E,,,,,UNMATCHED,12290.05,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000889,Chris Velazquez,2025-06-17,5422.35,4108.6,Escrow,Posted,83B0CC28D90F,POOL-B,,,,,UNMATCHED,4108.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000890,Kristen Sloan,2025-06-21,12537.02,12537.02,Principal,Posted,98A64AA3349C,POOL-A,,,,,UNMATCHED,12537.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000891,Jennifer Morris,2025-07-03,36252.21,36252.21,Fee,Reversed,E58D1B17BED8,POOL-D,REM-001819,2025-07-05,36252.21,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000892,Nathan Nelson,2025-11-17,42856.98,42856.98,Principal,Posted,9B37BBCEB200,POOL-C,,,,,UNMATCHED,42856.98,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000894,Cassie Brock,2026-01-10,20160.58,20160.58,Principal,Posted,1C764D153F52,POOL-F,,,,,UNMATCHED,20160.58,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000895,Dr. Andrea Marshall,2025-12-08,33570.21,33570.21,Escrow,Reversed,CB27CBAB46BF,POOL-B,REM-000543,2025-12-08,33570.21,TRU-008,EXACT,0.0,REVERSED,DUPLICATE,Low,Review for potential double-posting; reverse if confirmed
LN-000895,Dr. Andrea Marshall,2025-12-08,33570.21,33570.21,Escrow,Reversed,CB27CBAB46BF,POOL-B,REM-001587,2025-12-08,33570.21,TRU-002,EXACT,0.0,REVERSED,DUPLICATE,Low,Review for potential double-posting; reverse if confirmed
LN-000898,Elizabeth Dean,2025-05-05,44868.62,44868.62,Interest,Posted,63F2A342D606,POOL-C,,,,,UNMATCHED,44868.62,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000899,Kevin Snyder,2025-06-22,1143.6,1143.6,Fee,Posted,285459B3F346,POOL-C,,,,,UNMATCHED,1143.6,UNMATCHED,DUPLICATE,High,Review for potential double-posting; reverse if confirmed
LN-000902,David Reed,2025-09-15,1813.34,0.0,Fee,Posted,E0A0F2F684B3,POOL-E,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000903,Sherry Tapia,2025-06-14,9481.05,9481.05,Principal,Reversed,65DAFFEC4298,POOL-D,REM-001618,2025-06-15,9481.05,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-000904,Matthew Sweeney,2025-08-16,29360.56,29360.56,Fee,Pending,6C279DAAD81D,POOL-D,,,,,UNMATCHED,29360.56,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000905,Ashley Moreno,2025-03-22,21360.52,21360.52,Interest,Posted,9D4F4C49802B,POOL-C,,,,,UNMATCHED,21360.52,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000906,Johnathan Brown,2026-03-12,44687.25,44687.25,Escrow,Pending,552C45D2849C,POOL-B,,,,,UNMATCHED,44687.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000908,Kelly Haynes,2025-05-18,17419.96,17419.96,Fee,Posted,B32FBFD24E51,POOL-F,,,,,UNMATCHED,17419.96,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000909,William Miller,2025-08-02,13341.46,13341.46,Interest,Posted,AB5BD676D6CF,POOL-E,,,,,UNMATCHED,13341.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000911,Keith Graham,2025-04-11,29719.6,29719.6,Escrow,Posted,E94E7EBEB0CA,POOL-D,,,,,UNMATCHED,29719.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000912,Cynthia Green,2025-12-23,13769.15,11326.68,Principal,Posted,5CE9F2694ADC,POOL-B,,,,,UNMATCHED,11326.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000913,Robert Haynes,2025-08-11,31395.37,33678.93,Escrow,Posted,F9E49FE0BAA7,POOL-E,,,,,UNMATCHED,33678.93,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000916,Brittney Martin,2026-02-04,22088.26,22088.26,Interest,Posted,D15A2727EF89,POOL-D,,,,,UNMATCHED,22088.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-000920,Samantha Terry,2026-01-02,7435.6,0.0,Escrow,Posted,1D300D253E9F,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
